roc_auc,pr_ap,optimal_threshold,optimal_f1,accuracy,precision,recall,f1,balanced_accuracy,mcc,feature
0.019647498375568548,0.19866799424136705,0.915,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pair_pae_min_AL
0.16162443144899286,0.21867952899477966,0.885,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pair_pae_min_HL
0.915211176088369,0.9152510403799017,84.61370272647318,0.8850045948278942,0.9242424242424242,0.9303675048355899,0.843859649122807,0.8850045998160073,0.9052631578947368,0.8309142344938022,chain_plddt_A
0.15055230669265757,0.21526691374828522,2.7420715969027047,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pae_A
0.9376998050682261,0.9050606408835163,92.09025470653376,0.7995824586460136,0.8836363636363637,0.9871134020618557,0.6719298245614035,0.7995824634655533,0.8336500974658869,0.7482125992155972,chain_plddt_H
0.20167641325536062,0.2284769585660285,1.9592577030812324,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pae_H
0.9242056530214424,0.9077388014371675,91.12046398046398,0.8571428522285998,0.9127272727272727,0.9863013698630136,0.7578947368421053,0.8571428571428571,0.8761695906432749,0.8101671328046243,chain_plddt_L
0.307619395711501,0.25747571305586175,2.1435372950096983,0.5137449263309356,0.34606060606060607,0.34566403881140084,1.0,0.5137449301487156,0.500462962962963,0.017890201094334895,chain_pae_L
0.01327485380116959,0.19786391360392083,4.559875340864823,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pair_pae_AH
0.012498375568551004,0.1979437727185988,4.596655739991631,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pair_pae_AL
0.16237166991552957,0.21900188231266857,3.070131172839506,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,chain_pair_pae_HL
0.949078947368421,0.9339591179286229,87.95036293510803,0.888479257685659,0.9266666666666666,0.9359223300970874,0.8456140350877193,0.8884792626728111,0.9075292397660819,0.8364433453142363,avg_model_plddt
0.12664717348927876,0.2273972283353861,2.3836897691667858,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,avg_internal_pae
0.013190383365821961,0.19791685502208645,4.221529861674931,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,avg_pair_pae
0.9217681936322288,0.9097481253708286,90.77857142857144,0.8520357448389576,0.9096969696969697,0.9816933638443935,0.7526315789473684,0.8520357497517378,0.8726120857699805,0.8030916668952721,plddt_H3
0.9103573749187784,0.917448950676766,91.10375,0.8895078873105166,0.9278787878787879,0.9447731755424064,0.8403508771929824,0.8895078922934077,0.9072124756335282,0.8394083426825812,plddt_L3
0.5988198505523068,0.37047345953613037,2004.0,0.5996533751322355,0.58,0.4470284237726098,0.9105263157894737,0.5996533795493935,0.6580409356725146,0.3291382487443615,contacts_AH
0.5700966536712151,0.38443640607927226,602.0,0.5496489427576612,0.45575757575757575,0.3848314606741573,0.9614035087719298,0.5496489468405216,0.5751461988304094,0.20786295850733844,contacts_AL
0.39849333983105906,0.30667802981692893,3171.0,0.5142083858957996,0.3472727272727273,0.3460837887067395,1.0,0.5142083897158322,0.5013888888888889,0.031005545592985795,contacts_HL
0.9061127355425601,0.9033535773555865,91.45594266813671,0.8582755154014269,0.9133333333333333,0.9863325740318907,0.7596491228070176,0.8582755203171457,0.877046783625731,0.8114657797758574,interface_plddt_HL
0.12653021442495127,0.20899825313723672,1.8221213840045376,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,interface_pae_HL
0.5686980181936322,0.35621825324684764,6707.0,0.5774144056823651,0.4987878787878788,0.40735400144196104,0.9912280701754386,0.5774144098109351,0.6150584795321637,0.2989384835447073,total_contacts
0.9721783625730993,0.956544531952445,79.29675380571375,0.8909090859157025,0.9272727272727272,0.9245283018867925,0.8596491228070176,0.8909090909090909,0.9113060428849902,0.8377172247495246,avg_interface_plddt
0.021525341130604288,0.19813664700542086,2.0419430711334123,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,avg_interface_pae
0.9638823911630928,0.9240590088697725,0.1519732067547035,0.8736581287909277,0.9072727272727272,0.8252730109204368,0.9280701754385965,0.8736581337737407,0.9121832358674464,0.8042573299735049,pdockq_AH
0.6801348278102664,0.596880496824324,0.028497290962469,0.5706462169543253,0.5248484848484849,0.4148089171974522,0.9140350877192982,0.5706462212486308,0.6167397660818713,0.2604085200515018,pdockq_AL
0.8625194931773879,0.8568413127669708,0.4887267700639932,0.7692307642404299,0.8472727272727273,0.8045977011494253,0.7368421052631579,0.7692307692307693,0.8211988304093567,0.6568458420854567,pdockq_HL
0.8978947368421052,0.8599618962965893,0.5533099830615865,0.8170377491678765,0.8854545454545455,0.9114470842332614,0.7403508771929824,0.8170377541142304,0.8511939571150098,0.7433793293388485,pdockq
0.9764717348927874,0.9652086808650019,0.0180563644396284,0.8936877026553239,0.9224242424242424,0.8485804416403786,0.9438596491228071,0.893687707641196,0.9274853801169591,0.8358129290625714,pdockq2_AH
0.98795159194282,0.9774831907969918,0.01464350960779,0.9421915394362014,0.9593939393939394,0.9269949066213922,0.9578947368421052,0.9421915444348576,0.9590399610136452,0.9112015627735606,pdockq2_AL
0.8860916179337233,0.8799547078345266,0.6599378654294142,0.8190476140843538,0.8848484848484849,0.8958333333333334,0.7543859649122807,0.819047619047619,0.8540448343079923,0.7413512324392689,pdockq2_HL
0.9802079272254711,0.968909794220921,0.017389882108462,0.8916459834364681,0.9206060606060606,0.8435054773082942,0.9456140350877194,0.891645988420182,0.9265107212475634,0.8326898040271306,pdockq2
0.9721604938271604,0.9560134624294503,0.0366137417011148,0.891625610784052,0.92,0.8379629629629629,0.9526315789473684,0.8916256157635468,0.9277046783625731,0.8329174066985988,LIS_AH
0.9714400584795321,0.9549752108264233,0.038459388971684,0.8945634217072105,0.9224242424242424,0.843167701863354,0.9526315789473684,0.8945634266886326,0.9295565302144249,0.8374477168213945,LIS_AL
0.8494688109161793,0.8417980966293344,0.6854768619651241,0.7678391910860837,0.86,0.8988235294117647,0.6701754385964912,0.7678391959798995,0.8151803118908382,0.6854501452862564,LIS_HL
0.9700438596491228,0.954804956549713,0.2569322772709319,0.8927973149432255,0.9224242424242424,0.8541666666666666,0.9350877192982456,0.8927973199329984,0.9254142300194932,0.8343059462420944,avg_LIS
0.8959827810266405,0.8707899650551874,0.7025299886050429,0.7923728765714774,0.8812121212121212,1.0,0.656140350877193,0.7923728813559322,0.8280701754385965,0.7452207069025727,piTM
0.9170256660168941,0.8927218974633648,0.6164783151424669,0.7966456974961434,0.8824242424242424,0.9895833333333334,0.6666666666666666,0.7966457023060797,0.8314814814814815,0.7460296827729159,pIS
0.9856708901884339,0.9784282293575484,0.0129565276330232,0.9404553365061451,0.9587878787878787,0.9388111888111889,0.9421052631578948,0.9404553415061296,0.9548489278752437,0.9089480908570753,piTM_A
0.816349902534113,0.7313539967681919,0.2463361641285331,0.648829426720059,0.6818181818181818,0.5243243243243243,0.8508771929824561,0.6488294314381271,0.7217348927875243,0.4248870277339717,piTM_H
0.7467543859649123,0.5650940732036895,0.224286047678629,0.6081081035573713,0.6133333333333333,0.4678638941398866,0.868421052631579,0.6081081081081081,0.6735623781676413,0.34413687149704375,piTM_L
0.04412768031189084,0.1992848838921805,0.552116922478072,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,model_avg_RMSD
0.06034762833008446,0.21377873869846742,0.7659414788737001,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,query_avg_RMSD
0.6370873944119557,0.5589655567514422,0.395085096573419,0.5367346897527072,0.4496969696969697,0.37841726618705035,0.9228070175438596,0.536734693877551,0.5614035087719298,0.16027966122265344,scaled_RMSD_ratio
0.9558723196881092,0.9373002974225074,0.3869000639178391,0.8597785927993219,0.9078787878787878,0.9066147859922179,0.8175438596491228,0.8597785977859779,0.8865497076023392,0.7938051737301275,scaled_model_RMSD
0.9396523716699156,0.9087615429199917,0.1046607116297731,0.8299212548949099,0.8690909090909091,0.7528571428571429,0.9245614035087719,0.8299212598425196,0.8821881091617934,0.7354372946309433,scaled_query_RMSD
0.06811728395061727,0.20089306938797805,-118.43685675734356,0.513513509696859,0.34545454545454546,0.34545454545454546,1.0,0.5135135135135135,0.5,0.0,dG_separated
0.5861143599740091,0.36912541309041585,1234.3223908736204,0.5649157541229038,0.4678787878787879,0.393646408839779,1.0,0.5649157581764123,0.5935185185185186,0.27134195759163815,dSASA_int
0.5694541910331383,0.3533728676898022,58.0,0.5900925379081596,0.5436363636363636,0.4277821625887924,0.9508771929824561,0.5900925421883506,0.6397904483430799,0.314897421582546,nres_int
0.36873131903833656,0.27087035757986866,6.0,0.5248697260436581,0.39212121212121215,0.3595068137573005,0.9719298245614035,0.5248697299857887,0.5290204678362573,0.11111409216283537,delta_unsatHbonds
0.6883008447043534,0.5085121552861449,0.6942683329159558,0.5802469086526921,0.6703030303030303,0.5179063360881543,0.6596491228070176,0.5802469135802469,0.6677875243664717,0.3214657225838412,packstat
