pred_score_col,Top-1 Accuracy,Mean Rank Difference,Median Rank Difference,MRR,Top-1 Recall,Top-3 Recall,Top-5 Recall,Top-10 Recall
avg_LIS,0.0821917808219178,22.71232876712329,21.0,0.14993687437164072,0.0821917808219178,0.1232876712328767,0.1643835616438356,0.273972602739726
avg_model_plddt,0.0684931506849315,22.767123287671232,23.0,0.13652962345439462,0.0684931506849315,0.0958904109589041,0.1643835616438356,0.3013698630136986
mpdockq_HL,0.0547945205479452,21.65753424657534,19.0,0.13367207701613987,0.0547945205479452,0.1095890410958904,0.1643835616438356,0.2191780821917808
chain_plddt_A,0.0547945205479452,21.65753424657534,20.0,0.12942615500120083,0.0547945205479452,0.0958904109589041,0.1506849315068493,0.3013698630136986
chain_plddt_H,0.0547945205479452,22.91780821917808,22.0,0.1184876553320988,0.0547945205479452,0.0821917808219178,0.136986301369863,0.2054794520547945
chain_pair_pae_min_HL,0.0547945205479452,21.301369863013697,16.0,0.13086988993296453,0.0547945205479452,0.0821917808219178,0.0958904109589041,0.3150684931506849
pdockq_HL,0.0547945205479452,21.65753424657534,19.0,0.13367207701613987,0.0547945205479452,0.1095890410958904,0.1643835616438356,0.2191780821917808
mpdockq_AH,0.0547945205479452,21.465753424657535,19.0,0.1317743535283859,0.0547945205479452,0.1232876712328767,0.136986301369863,0.273972602739726
pTM,0.0547945205479452,21.17808219178082,19.0,0.14013531361809073,0.0547945205479452,0.0958904109589041,0.1917808219178082,0.3150684931506849
pdockq_AH,0.0547945205479452,21.465753424657535,19.0,0.1317743535283859,0.0547945205479452,0.1232876712328767,0.136986301369863,0.273972602739726
iptm_H,0.0547945205479452,22.136986301369863,22.0,0.13023884294112392,0.0547945205479452,0.0821917808219178,0.1780821917808219,0.2465753424657534
pdockq2,0.0547945205479452,22.28767123287671,22.0,0.12305818196596185,0.0547945205479452,0.0684931506849315,0.136986301369863,0.2602739726027397
pdockq2_AL,0.0547945205479452,21.315068493150687,20.0,0.12676561719204185,0.0547945205479452,0.0684931506849315,0.1643835616438356,0.3013698630136986
pdockq2_AH,0.0547945205479452,22.73972602739726,22.0,0.11853721946831167,0.0547945205479452,0.0547945205479452,0.136986301369863,0.273972602739726
interface_plddt_HL,0.0547945205479452,22.82191780821918,23.0,0.13477224260860934,0.0547945205479452,0.1232876712328767,0.1780821917808219,0.273972602739726
iptm_A,0.0410958904109589,23.17808219178082,22.0,0.11051363338904142,0.0410958904109589,0.0684931506849315,0.136986301369863,0.2191780821917808
ipTM,0.0410958904109589,22.123287671232877,21.0,0.1132697423337399,0.0410958904109589,0.0547945205479452,0.136986301369863,0.2602739726027397
ranking_confidence,0.0410958904109589,22.383561643835616,21.0,0.11981626799906377,0.0410958904109589,0.0821917808219178,0.1506849315068493,0.2876712328767123
interface_pae_HL,0.0410958904109589,22.095890410958905,20.0,0.11430180595058653,0.0410958904109589,0.0684931506849315,0.136986301369863,0.2465753424657534
chain_pair_iptm_AH,0.0410958904109589,22.73972602739726,21.0,0.11232872359425634,0.0410958904109589,0.0684931506849315,0.1506849315068493,0.2191780821917808
scaled_query_RMSD,0.0410958904109589,21.835616438356166,22.0,0.12070225627661839,0.0410958904109589,0.0821917808219178,0.1643835616438356,0.273972602739726
ranking_score,0.0410958904109589,21.931506849315067,21.0,0.11789320397479748,0.0410958904109589,0.0821917808219178,0.136986301369863,0.273972602739726
chain_pair_iptm_AL,0.0410958904109589,22.931506849315067,22.0,0.11818116037110181,0.0410958904109589,0.0821917808219178,0.1506849315068493,0.2465753424657534
interface_plddt_AH,0.0410958904109589,26.684931506849313,27.0,0.09030322476087788,0.0410958904109589,0.0410958904109589,0.0684931506849315,0.1643835616438356
iptm_L,0.0410958904109589,22.068493150684933,21.0,0.11885815884800616,0.0410958904109589,0.0684931506849315,0.1643835616438356,0.2876712328767123
ptm_A,0.0410958904109589,22.575342465753426,21.0,0.12382202047791276,0.0410958904109589,0.0821917808219178,0.1643835616438356,0.3287671232876712
pdockq2_HL,0.0410958904109589,22.45205479452055,20.0,0.11789505683300981,0.0410958904109589,0.0547945205479452,0.1643835616438356,0.2876712328767123
contacts_AL,0.0410958904109589,23.958904109589042,24.0,0.11507697682731083,0.0410958904109589,0.1095890410958904,0.1232876712328767,0.2465753424657534
LIS_HL,0.0410958904109589,23.753424657534246,23.0,0.11374391224550799,0.0410958904109589,0.0821917808219178,0.1506849315068493,0.2602739726027397
interface_plddt_AL,0.0410958904109589,23.684931506849313,22.0,0.12738399021992886,0.0410958904109589,0.1095890410958904,0.1917808219178082,0.3150684931506849
LIS_AL,0.0273972602739726,22.863013698630137,21.0,0.10286113641477834,0.0273972602739726,0.0547945205479452,0.1232876712328767,0.2602739726027397
chain_pair_pae_HL,0.0273972602739726,22.123287671232877,20.0,0.09815307768517151,0.0273972602739726,0.0410958904109589,0.0958904109589041,0.2465753424657534
ptm_H,0.0273972602739726,25.424657534246574,28.0,0.09717443264163508,0.0273972602739726,0.0684931506849315,0.136986301369863,0.2191780821917808
LIS_AH,0.0273972602739726,23.91780821917808,23.0,0.10079774786895027,0.0273972602739726,0.0684931506849315,0.1232876712328767,0.2465753424657534
chain_pair_iptm_HL,0.0273972602739726,23.575342465753426,23.0,0.10506844818760619,0.0273972602739726,0.0684931506849315,0.1506849315068493,0.2876712328767123
chain_pae_A,0.0136986301369863,21.863013698630137,23.0,0.09108840919150381,0.0136986301369863,0.0410958904109589,0.0958904109589041,0.2602739726027397
contacts_AH,0.0136986301369863,24.424657534246574,24.0,0.09323130637718974,0.0136986301369863,0.0821917808219178,0.1095890410958904,0.2465753424657534
chain_pae_L,0.0136986301369863,23.726027397260275,24.0,0.08716023542459947,0.0136986301369863,0.0547945205479452,0.1095890410958904,0.2054794520547945
mpdockq_AL,0.0136986301369863,22.10958904109589,22.0,0.12688104539829773,0.0136986301369863,0.1232876712328767,0.2054794520547945,0.3287671232876712
pdockq_AL,0.0136986301369863,22.10958904109589,22.0,0.12688104539829773,0.0136986301369863,0.1232876712328767,0.2054794520547945,0.3287671232876712
total_contacts,0.0136986301369863,23.424657534246574,21.0,0.09105027701176727,0.0136986301369863,0.0684931506849315,0.0821917808219178,0.2602739726027397
contacts_HL,0.0136986301369863,24.63013698630137,24.0,0.09860010804432379,0.0136986301369863,0.0547945205479452,0.1643835616438356,0.2602739726027397
avg_internal_pae,0.0136986301369863,21.589041095890412,23.0,0.10547302712014506,0.0136986301369863,0.0684931506849315,0.1506849315068493,0.273972602739726
query_avg_RMSD,0.0136986301369863,27.164383561643834,27.0,0.0679536523758844,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.1643835616438356
chain_pae_H,0.0136986301369863,22.73972602739726,20.0,0.10507924643548365,0.0136986301369863,0.0821917808219178,0.136986301369863,0.2602739726027397
pdockq,0.0,22.041095890410958,21.0,0.10020570611839977,0.0,0.0958904109589041,0.1506849315068493,0.2876712328767123
mpdockq,0.0,22.041095890410958,21.0,0.10020570611839977,0.0,0.0958904109589041,0.1506849315068493,0.2876712328767123
scaled_model_RMSD,0.0,18.10958904109589,20.0,0.08113691608608455,0.0,0.0410958904109589,0.0821917808219178,0.2191780821917808
scaled_RMSD_ratio,0.0,18.10958904109589,20.0,0.08113691608608455,0.0,0.0410958904109589,0.0821917808219178,0.2191780821917808
del_G_B,0.0,24.45205479452055,23.0,0.07228054886162605,0.0,0.0410958904109589,0.0547945205479452,0.2328767123287671
