iter	RMSE
198	0.04607273929
199	0.04586784781
200	0.04574234463
201	0.04567001836
202	0.04557172262
203	0.04550138394
204	0.04542714184
205	0.04518959166
206	0.04502979612
207	0.0449641394
208	0.04483696192
209	0.04475749723
210	0.04462741113
211	0.04456049229
212	0.04437921399
213	0.04423275631
214	0.04416292647
215	0.04403000472
216	0.04391454749
217	0.04385245387
218	0.04366255756
219	0.04357582227
220	0.04347476913
221	0.04336319906
222	0.04321866332
223	0.04315414125
224	0.04300121872
225	0.04294023154
226	0.04287685258
227	0.04280453889
228	0.04275702656
229	0.0425540785
230	0.04252362696
231	0.04246758035
232	0.0424133458
233	0.04229043229
234	0.04217558869
235	0.04212291678
236	0.042001073
237	0.04188954337
238	0.04185452118
239	0.04174580787
240	0.04163330981
241	0.04161997933
242	0.04156348304
243	0.04148238531
244	0.04134728295
245	0.04129049361
246	0.04119165805
247	0.04108641169
248	0.04101245655
249	0.04096338322
250	0.04083570903
251	0.0407216708
252	0.0406986689
253	0.04060516182
254	0.04052604778
255	0.0404322171
256	0.04034983369
257	0.0402840952
258	0.0402558508
259	0.04012134845
260	0.03999846796
261	0.03988349289
262	0.03978643398
263	0.03964929531
264	0.03952733944
265	0.03949433217
266	0.03943723452
267	0.0393936319
268	0.03926371933
269	0.03922598487
270	0.03922287142
271	0.03921990002
272	0.03916032595
273	0.03911216165
274	0.03905550183
275	0.03900180509
276	0.03897627763
277	0.03892832517
278	0.03884064798
279	0.03877244741
280	0.03876953675
281	0.03872718941
282	0.0386464438
283	0.03859497644
284	0.03844493448
285	0.03830299075
286	0.03823198629
287	0.03812926274
288	0.03801598251
289	0.03799042996
290	0.03790731695
291	0.03790458727
292	0.03787174126
293	0.03781731523
294	0.03772754012
295	0.0376729454
296	0.03752272356
297	0.03745165752
298	0.03744180121
299	0.03739494734
300	0.03736709415
301	0.03726841004
302	0.03720570063
303	0.03714233804
304	0.03713356471
305	0.03702452996
306	0.03696509247
307	0.03691956832
308	0.03688186405
309	0.03684181645
310	0.03673881308
311	0.03665841219
312	0.03658971553
313	0.03654207583
314	0.03647008657
315	0.03638343187
316	0.03631835212
317	0.03628603879
318	0.03628367959
319	0.03621871547
320	0.0361593727
321	0.03612635795
322	0.03607685932
323	0.03600882228
324	0.03596398397
325	0.03586724678
326	0.03586493291
327	0.03581245449
328	0.03579075398
329	0.0357400292
330	0.03569158781
331	0.03568389086
332	0.03563775416
333	0.03557596184
334	0.03547143668
335	0.0353809518
336	0.0353169003
337	0.0353068094
338	0.03526848107
339	0.03522264857
340	0.03512332834
341	0.0350636963
342	0.034956898
343	0.03488565505
344	0.0348205869
345	0.03480964594
346	0.03480307406
347	0.03476798879
348	0.0347403434
349	0.03470889892
350	0.03464915482
351	0.03454574261
352	0.03451729256
353	0.03443779825
354	0.03435801792
355	0.03429864969
356	0.0341745794
357	0.03411406489
358	0.03404135468
359	0.03398950403
360	0.03395610516
361	0.03389601264
362	0.0338870378
363	0.03385276501
364	0.03384709575
365	0.03381549169
366	0.03378489245
367	0.03373044738
368	0.03361930189
369	0.03353240778
370	0.03342290016
371	0.03330144071
372	0.03329433547
373	0.03326384063
374	0.03319140797
375	0.03315851206
376	0.0331106145
377	0.03307799925
378	0.03300293861
379	0.03296597182
380	0.03295790475
381	0.03291780369
382	0.03287913959
383	0.03281478995
384	0.03280678741
385	0.03275409163
386	0.03270747251
387	0.03265124447
388	0.0325759819
389	0.03252230052
390	0.03251267325
391	0.03249393794
392	0.03242567667
393	0.03235300264
394	0.03228550074
395	0.03224237896
396	0.03220854517
397	0.03220002594
398	0.03214488519
399	0.03207199199
400	0.03206383765
401	0.03198814626
402	0.03186677722
403	0.03181563677
404	0.03174352325
405	0.03173776243
406	0.03168647614
407	0.03162680332
408	0.03162123843
409	0.03157660717
410	0.03154787249
411	0.03148847601
412	0.03140022178
413	0.03134669077
414	0.03131040713
415	0.03119100219
416	0.0311493906
417	0.03114205539
418	0.03110210129
419	0.03106397085
420	0.03101996941
421	0.03091546681
422	0.03089310773
423	0.03079295835
424	0.03077069125
425	0.03075840711
426	0.0306524001
427	0.03054976014
428	0.03050471716
429	0.03047893602
430	0.03044677564
431	0.03040485766
432	0.03034600688
433	0.03028119845
434	0.03022611015
435	0.03019751952
436	0.03017493351
437	0.0301473328
438	0.03008321401
439	0.0300464144
440	0.03000715206
441	0.02994769114
442	0.02990657901
443	0.02985184517
444	0.02981469794
445	0.02980985489
446	0.02973660342
447	0.02970158676
448	0.02965490522
449	0.02957475997
450	0.02956215851
451	0.02953435503
452	0.02947562996
453	0.02946129918
454	0.02941706711
455	0.02932937856
456	0.02927867516
457	0.02927265215
458	0.02923789711
459	0.02918904812
460	0.0291775696
461	0.0291573582
462	0.02910432359
463	0.0290638272
464	0.02904091866
465	0.02897460802
466	0.02891536462
467	0.0288574394
468	0.0287814299
469	0.02873177066
470	0.02872200356
471	0.02865819056
472	0.0286185455
473	0.02857307951
474	0.02856722826
475	0.02852207943
476	0.02847987291
477	0.02842838021
478	0.0284017389
479	0.02833828918
480	0.0283111004
481	0.02829661401
482	0.02827813766
483	0.02826589594
484	0.02824214388
485	0.02822766452
486	0.02818070159
487	0.02816424882
488	0.02815550858
489	0.02811117951
490	0.02807400693
491	0.02801711102
492	0.02798824965
493	0.02796202817
494	0.02795191971
495	0.02790090228
496	0.02782000658
497	0.0277980832
498	0.02777944017
499	0.0277550725
500	0.02771401645
501	0.02768464493
502	0.0276561337
503	0.0276204607
504	0.02759655271
505	0.02755199612
506	0.02751004016
507	0.02748906884
508	0.0274477424
509	0.02740940536
510	0.02737735796
511	0.02734009908
512	0.02726536023
513	0.02723916769
514	0.02718414463
515	0.02715143147
516	0.02709646468
517	0.02703834901
518	0.02694948216
519	0.0268883755
520	0.02684944405
521	0.02683059367
522	0.02678477806
523	0.02671803894
524	0.02667963811
525	0.02667162661
526	0.0266546783
527	0.02662589305
528	0.0265791798
529	0.02656288533
530	0.02649185689
531	0.02642062363
532	0.02637992714
533	0.02635447372
534	0.02632548351
535	0.02629772991
536	0.02621904137
537	0.02616534451
538	0.02615040375
539	0.02609212251
540	0.02606063003
541	0.02603059204
542	0.02600521456
543	0.02597825927
544	0.02595288961
545	0.02592670495
546	0.02591760537
547	0.02588443754
548	0.02580602369
549	0.02579218821
550	0.02576373305
551	0.02573761488
552	0.02571513222
553	0.02568180832
554	0.02566688905
555	0.02563813609
556	0.02556993385
557	0.02554070076
558	0.025488945
559	0.02547714807
560	0.02545683488
561	0.02538940367
562	0.02535396459
563	0.02531576097
564	0.02526531813
565	0.02521990644
566	0.02517375557
567	0.02515497152
568	0.02511469968
569	0.02509895313
570	0.02505374465
571	0.02502044509
572	0.02497154097
573	0.02495859811
574	0.02495245377
575	0.0248949092
576	0.02482989329
577	0.02480322771
578	0.02478198029
579	0.02474921535
580	0.02470526452
581	0.02468873435
582	0.02465412893
583	0.02462094303
584	0.0246089551
585	0.02459442844
586	0.02454370479
587	0.02452980504
588	0.02450941237
589	0.02448256146
590	0.02446817213
591	0.02444349899
592	0.02441963235
593	0.0244020331
594	0.02436071554
595	0.02435513077
596	0.0243006534
597	0.02427856986
598	0.02425019466
599	0.02422223853
600	0.02420397888
601	0.02417857919
602	0.02414734209
603	0.0241246847
604	0.02410925742
605	0.02407844203
606	0.02404140947
607	0.02402642743
608	0.02397912846
609	0.02392937583
610	0.02391883248
611	0.02390125031
612	0.0238753863
613	0.02385177172
614	0.02382571805
615	0.0237946085
616	0.0237660364
617	0.02375307083
618	0.02371395878
619	0.02368880543
620	0.02366336269
621	0.02364301408
622	0.02362001834
623	0.02359297696
624	0.02356191586
625	0.02354250487
626	0.02352114333
627	0.02351161731
628	0.02346902339
629	0.02346446679
630	0.02344012712
631	0.02340887121
632	0.02339315315
633	0.02336116956
634	0.02335463483
635	0.02333583318
636	0.02331046015
637	0.02330009618
638	0.02327667577
639	0.02324475482
640	0.0232144985
641	0.02319333761
642	0.02317136583
643	0.0231182497
644	0.02309540713
645	0.02306278903
646	0.02305150465
647	0.02302800222
648	0.02299578191
649	0.02297050718
650	0.02295912915
651	0.02291459119
652	0.02287166804
653	0.02281845281
654	0.02279479307
655	0.02277906033
656	0.02277116738
657	0.02275363034
658	0.02273274566
659	0.02271627097
660	0.02269761922
661	0.02269121743
662	0.02266027041
663	0.02263447197
664	0.02258128566
665	0.02255455432
666	0.02253653971
667	0.02252525596
668	0.02249358358
669	0.02247927109
670	0.0224650212
671	0.02243111684
672	0.02239344365
673	0.02239165552
674	0.02237369618
675	0.02235621696
676	0.02233390361
677	0.02230991836
678	0.02228942053
679	0.02225156597
680	0.02223096583
681	0.02220451673
682	0.022187275
683	0.0221642023
684	0.02213690964
685	0.02211565954
686	0.02210205744
687	0.02207861645
688	0.02204762027
689	0.02202460351
690	0.02201136823
691	0.02199021577
692	0.02196223567
693	0.02193666441
694	0.02191191408
695	0.02187225386
696	0.02184878005
697	0.02183366888
698	0.02181966978
699	0.02178879151
700	0.021763482
701	0.02173818192
702	0.02171026355
703	0.02169777259
704	0.02167045117
705	0.02165571887
706	0.02163431872
707	0.02163249022
708	0.02161459469
709	0.02157290198
710	0.02155927133
711	0.02154686559
712	0.02150799855
713	0.02149202314
714	0.02148147599
715	0.0214481693
716	0.02144108298
717	0.02142306035
718	0.02140959064
719	0.02137594613
720	0.02137409501
721	0.02134673243
722	0.02130530896
723	0.02128384594
724	0.02126337479
725	0.02121139693
726	0.02117930895
727	0.02117361041
728	0.02115749421
729	0.02113830024
730	0.02112240569
731	0.02111179901
732	0.02109984333
733	0.02108098957
734	0.02107002515
735	0.02106163333
736	0.02103268647
737	0.02099347851
738	0.02096187014
739	0.02094080261
740	0.02091480396
741	0.02089697287
742	0.02087078595
743	0.02085132445
744	0.02084245441
745	0.02082727346
746	0.02080831154
747	0.02078208825
748	0.02077641062
749	0.02075324016
750	0.02072987749
751	0.02070376481
752	0.02069126172
753	0.02067643636
754	0.02066191698
755	0.02064782468
756	0.02063115596
757	0.02061057852
758	0.02059831203
759	0.02055502631
760	0.0205462851
761	0.02052041842
762	0.02049066919
763	0.02046607902
764	0.02044933496
765	0.02044747275
766	0.02041358086
767	0.02039530649
768	0.02037625987
769	0.02036438671
770	0.02033054507
771	0.02030527486
772	0.0202894043
773	0.02026377158
774	0.02023176219
775	0.02021404391
776	0.02019608333
777	0.02017804452
778	0.02014615351
779	0.02012387184
780	0.02010857494
781	0.02009474098
782	0.02007354043
783	0.02006093867
784	0.02002878337
785	0.02000998672
786	0.02000102911
787	0.0199918107
788	0.01995997924
789	0.01992756692
790	0.0199088348
791	0.01989239208
792	0.01989056653
793	0.01988046814
794	0.01986316336
795	0.01984601314
796	0.01982621451
797	0.01981788293
798	0.01980203893
799	0.01977797653
800	0.01974898552
801	0.01971132217
802	0.01969573581
803	0.0196850602
804	0.0196589413
805	0.01964450483
806	0.01964278952
807	0.01961688117
808	0.01960053292
809	0.01958871166
810	0.01956702889
811	0.01953699295
812	0.01952996491
813	0.01952024174
814	0.01950513485
815	0.019491126
816	0.01947601523
817	0.01946886548
818	0.01944502681
819	0.01942328044
820	0.01940996848
821	0.01939735507
822	0.01939584362
823	0.01937885144
824	0.01936382512
825	0.01934609783
826	0.01932698036
827	0.01929525136
828	0.01928014667
829	0.01926670802
830	0.01923911154
831	0.01920970407
832	0.0191987111
833	0.01918066703
834	0.01916747884
835	0.01915267629
836	0.01912965187
837	0.01909931428
838	0.01907808157
839	0.01905784689
840	0.01903327858
841	0.01899821315
842	0.01897833847
843	0.0189670765
844	0.01894469217
845	0.01892591886
846	0.01891254292
847	0.01890154826
848	0.01888920311
849	0.01886333166
850	0.01883545491
851	0.01882027541
852	0.01880016998
853	0.01877019209
854	0.0187573601
855	0.01874132738
856	0.01873586034
857	0.01871553574
858	0.01870269964
859	0.0186907587
860	0.01868050547
861	0.01865794865
862	0.01864656831
863	0.01861193403
864	0.01859393265
865	0.01857713114
866	0.01855762781
867	0.01853797782
868	0.0185176516
869	0.0185161603
870	0.0185030794
871	0.01849173387
872	0.01846987511
873	0.01845994814
874	0.01845123049
875	0.01843413499
876	0.01840938569
877	0.01839789905
878	0.01838668894
879	0.01837200841
880	0.01835850005
881	0.01833774953
882	0.01833244725
883	0.01832573221
884	0.01830504366
885	0.01827717087
886	0.01824748145
887	0.01823826981
888	0.01821984124
889	0.01820569036
890	0.0181794584
891	0.01815513888
892	0.01813368139
893	0.01810951905
894	0.01809184755
895	0.01807885406
896	0.01806288275
897	0.01803685482
898	0.01802642626
899	0.01801750262
900	0.01800256468
901	0.0179859217
902	0.0179706022
903	0.01795080241
904	0.01793840056
905	0.01792085823
906	0.01791157253
907	0.01790618024
908	0.01788363166
909	0.01785523223
910	0.01782975927
911	0.01780868039
912	0.0178048628
913	0.01778196999
914	0.01776967867
915	0.01774917698
916	0.01773550232
917	0.01772969894
918	0.01771759111
919	0.0177028207
920	0.01769128204
921	0.01768780839
922	0.01767646063
923	0.01766939346
924	0.01766198514
925	0.01765011773
926	0.0176260022
927	0.0176107077
928	0.01759312918
929	0.01758339659
930	0.01757631073
931	0.01755068402
932	0.017539658
933	0.01752268316
934	0.01751172013
935	0.01750053055
936	0.01747721406
937	0.0174556496
938	0.01743522471
939	0.01742630022
940	0.01741447856
941	0.01740590226
942	0.01740472445
943	0.01739031569
944	0.01738161623
945	0.01737260105
946	0.01735791378
947	0.01734263701
948	0.01732989351
949	0.01731870338
950	0.01729896827
951	0.01728866544
952	0.01726836532
953	0.01725635309
954	0.0172393767
955	0.01722684051
956	0.01721113853
957	0.01720085102
958	0.01718883261
959	0.0171777169
960	0.01716278093
961	0.01714644402
962	0.017132471
963	0.017116339
964	0.0171044259
965	0.01709409215
966	0.01708212624
967	0.01706948283
968	0.01706152998
969	0.01704109325
970	0.01702847115
971	0.01700515489
972	0.01699290236
973	0.01698151865
974	0.01697131316
975	0.0169652055
976	0.01693601224
977	0.01692121106
978	0.01690191876
979	0.01688585705
980	0.01687002003
981	0.01685975967
982	0.01683812706
983	0.0168307174
984	0.01680961399
985	0.01680325704
986	0.01678912031
987	0.01677567814
988	0.01676801018
989	0.01675121049
990	0.01674206162
991	0.01672827014
992	0.01671136363
993	0.01670291791
994	0.01668286424
995	0.01667604289
996	0.01666146461
997	0.01664611262
998	0.01663087065
999	0.0166083455
