rf_fpr,rf_tpr,logistic_fpr,logistic_tpr
0.0088235294117647,0.856687898089172,0.1696078431372549,0.8742038216560509
0.0107843137254901,0.85828025477707,0.1696078431372549,0.8757961783439491
0.0117647058823529,0.8598726114649682,0.1784313725490196,0.8757961783439491
0.0137254901960784,0.8598726114649682,0.1784313725490196,0.8789808917197452
0.0156862745098039,0.8598726114649682,0.192156862745098,0.8789808917197452
0.0196078431372549,0.8598726114649682,0.192156862745098,0.8805732484076433
0.0215686274509803,0.8614649681528662,0.196078431372549,0.8805732484076433
0.0225490196078431,0.8614649681528662,0.196078431372549,0.8821656050955414
0.0245098039215686,0.8630573248407644,0.2009803921568627,0.8821656050955414
0.0284313725490196,0.8630573248407644,0.2009803921568627,0.8837579617834395
0.0284313725490196,0.8646496815286624,0.2147058823529411,0.8837579617834395
0.030392156862745,0.8646496815286624,0.2147058823529411,0.8853503184713376
0.0352941176470588,0.8662420382165605,0.2205882352941176,0.8853503184713376
0.0401960784313725,0.8662420382165605,0.2205882352941176,0.8869426751592356
0.0441176470588235,0.8662420382165605,0.2225490196078431,0.8869426751592356
0.0568627450980392,0.8662420382165605,0.2225490196078431,0.8885350318471338
0.0627450980392156,0.8678343949044586,0.2411764705882353,0.8885350318471338
0.0715686274509803,0.8678343949044586,0.2411764705882353,0.8901273885350318
0.0784313725490196,0.8678343949044586,0.2480392156862745,0.8901273885350318
0.0823529411764705,0.8678343949044586,0.2480392156862745,0.89171974522293
0.084313725490196,0.8678343949044586,0.2607843137254902,0.89171974522293
0.0901960784313725,0.8678343949044586,0.2607843137254902,0.893312101910828
0.092156862745098,0.8710191082802548,0.2627450980392157,0.893312101910828
0.0950980392156862,0.8726114649681529,0.2627450980392157,0.8949044585987261
0.1,0.8726114649681529,0.2735294117647059,0.8949044585987261
0.1049019607843137,0.8757961783439491,0.2735294117647059,0.8964968152866242
0.1098039215686274,0.8773885350318471,0.2754901960784314,0.8964968152866242
0.1137254901960784,0.8789808917197452,0.2754901960784314,0.8980891719745223
0.1225490196078431,0.8789808917197452,0.3098039215686274,0.8980891719745223
0.1303921568627451,0.8789808917197452,0.3098039215686274,0.8996815286624203
0.1401960784313725,0.8805732484076433,0.3450980392156862,0.8996815286624203
0.1529411764705882,0.8821656050955414,0.3450980392156862,0.9028662420382164
0.1598039215686274,0.8853503184713376,0.3549019607843137,0.9028662420382164
0.1627450980392157,0.8869426751592356,0.3549019607843137,0.9060509554140128
0.1715686274509804,0.8901273885350318,0.3607843137254902,0.9060509554140128
0.1813725490196078,0.89171974522293,0.3607843137254902,0.9076433121019108
0.1833333333333333,0.8980891719745223,0.3617647058823529,0.9076433121019108
0.192156862745098,0.8996815286624203,0.3617647058823529,0.9092356687898088
0.2019607843137255,0.8996815286624203,0.3666666666666666,0.9092356687898088
0.2058823529411764,0.9044585987261148,0.3666666666666666,0.910828025477707
0.2137254901960784,0.9044585987261148,0.3911764705882353,0.910828025477707
0.2323529411764706,0.9060509554140128,0.3911764705882353,0.9124203821656052
0.2441176470588235,0.9060509554140128,0.392156862745098,0.9124203821656052
0.2617647058823529,0.910828025477707,0.392156862745098,0.9140127388535032
0.2754901960784314,0.9140127388535032,0.3941176470588235,0.9140127388535032
0.2970588235294117,0.9203821656050956,0.3941176470588235,0.9156050955414012
0.3235294117647059,0.9235668789808916,0.4078431372549019,0.9156050955414012
0.3529411764705882,0.926751592356688,0.4078431372549019,0.9171974522292994
0.3794117647058823,0.9331210191082804,0.4235294117647059,0.9171974522292994
0.4068627450980392,0.9363057324840764,0.4235294117647059,0.9219745222929936
0.4362745098039216,0.947452229299363,0.4264705882352941,0.9219745222929936
0.4725490196078431,0.9522292993630572,0.4264705882352941,0.9235668789808916
0.5107843137254902,0.963375796178344,0.4294117647058823,0.9235668789808916
0.6058823529411764,0.9713375796178344,0.4294117647058823,0.9251592356687898
0.6882352941176471,0.9777070063694268,0.4333333333333333,0.9251592356687898
0.7588235294117647,0.982484076433121,0.4333333333333333,0.926751592356688
0.8754901960784314,0.9856687898089171,0.4343137254901961,0.926751592356688
1.0,1.0,0.4343137254901961,0.928343949044586
